speedX,angle,trackPos,distFromStart,track_0,track_4,track_9,track_14,track_18,delta_track,steer,accel,brake,split
95.6911,0.786857,1.41942,3286.85,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3672762954545455,1.0182202130902541e-16,2.766866219715538e-09,train
145.76,-0.0965265,0.151717,562.619,6.59318,30.2718,41.8673,56.4789,10.871,4.27782,-0.2193454545454545,0.9999999999998196,9.034810714139948e-48,train
109.392,-0.0924438,-0.771175,3326.41,13.8128,65.7836,115.121,200.0,2.14922,-11.66358,-0.3267963636363636,0.99976189054644,1.633667870612221e-27,train
146.26,-0.0105453,0.936678,1531.69,0.533911,41.6863,37.3675,33.5884,15.1547,14.620789,0.2178681818181818,0.36641751193158,1.3762059334031256e-13,train
105.767,0.00871533,0.788352,500.579,1.85247,32.4295,29.5803,27.0386,13.5686,11.71613,0.3375065909090909,0.007506890233148,3.247063858646672e-34,train
82.1358,0.0401112,-0.590956,2496.01,12.1944,23.5256,25.6103,28.0761,3.54726,-8.64714,-0.4073260454545455,0.0002357229787609,4.4124520702247264e-20,train
95.4756,-0.147614,0.802784,481.882,1.49746,32.3673,29.9664,27.7644,14.5753,13.07784,0.367913,5.332252306905686e-05,4.218659654144794e-25,train
175.183,0.176843,-0.528439,1023.11,14.3886,42.1805,47.1446,52.2357,3.48671,-10.90189,-0.1625,0.9765907029261108,1.7067538028793552e-10,train
173.835,-0.108931,0.573734,833.328,3.27986,14.3852,23.5256,65.3987,15.0827,11.80284,-0.1625,0.9999999998988652,4.5206942081417706e-21,train
174.154,-0.0560687,0.645123,2716.85,2.89179,48.9104,43.0782,37.8699,13.8245,10.93271,0.1625,0.9821820521662512,1.5698316898556569e-71,train
98.2162,0.607989,1.8262,3281.49,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3598157727272727,7.636651598176906e-17,6.445009213144252e-06,train
84.7118,0.656105,1.1185,3290.67,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.3997151363636364,5.727488698632679e-17,1.157673721944548e-11,train
134.539,0.0448939,0.634455,713.91,3.25093,30.3982,37.911,44.939,13.2859,10.03497,-0.2524984090909091,2.3864747990995235e-06,0.0004289619809588,train
94.7966,-0.375016,0.361857,2434.54,4.24063,32.7546,31.1876,29.4991,14.1827,9.942070000000001,0.3699191363636363,0.0034757391270804,1.3624981093735172e-08,train
114.123,-0.123555,-0.565506,3226.85,11.9071,43.4824,40.2144,36.4167,4.24192,-7.665179999999999,0.3128184090909091,4.2570097733641005e-09,0.0006599743374035,train
201.44,-0.0897653,-0.374809,1463.23,10.7456,53.7397,46.1156,38.4376,5.8532,-4.892399999999999,0.1625,0.00023810945356,0.9999863306685994,train
186.199,-0.0381013,0.796629,857.011,1.6635,11.3293,32.0336,169.418,15.8606,14.197099999999999,0.0,0.9999999999989864,6.0687165668549714e-30,train
269.646,0.0374429,0.463281,2165.38,4.73478,62.5894,200.0,103.37,11.9764,7.24162,0.0,0.9999999999999998,1.9021175320713858e-42,train
